ExpUnit,Trt,Variety,BRAND,MG,HERB_Trait,SEED_TREATMENT,Herbicide,Rep,Entry,Run ,Subsample,Rating,Illevo_Inj
1606,65,F1690N R2X,Federal Hybrids,1.6,RR2X,Maximum ArmourGuard,sulf,2,1606,1,2,,
1611,70,HS 23X70,FS HiSOY,2.3,RR2X,"Acceleron, Cue, IleVO",sulf,2,1611,1,2,,
1612,71,HS 24X80,FS HiSOY,2.4,RR2X,"Acceleron, Cue, IleVO",sulf,2,1612,1,2,,
1613,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",sulf,2,1613,1,2,,
1614,73,HS 27X80,FS HiSOY,2.7,RR2X,"Acceleron, Cue, IleVO",sulf,2,1614,1,2,,
1618,77,GH2041X Brand,Golden Harvest,2,RR2X,"Clariva Complete, Mertect",sulf,2,1618,1,2,,
1620,79,GH2537X Brand,Golden Harvest,2.5,RR2X,"Clariva Complete, Mertect",sulf,2,1620,1,2,,
1622,81,236LL,Hughes ,2.3,LL,"EverGol Energy, Gaucho, ILeVO",sulf,2,1622,1,2,,
1623,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",sulf,2,1623,1,2,,
1624,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,sulf,2,1624,1,2,,
1646,105,LS 0990HP,Legend Seeds,0.9,CN,None,sulf,2,1646,1,2,,
1649,108,LS 12X862N,Legend Seeds,1.2,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1649,1,2,,
1650,109,LS 1380HP,Legend Seeds,1.3,CN,CruiserMaxx,sulf,2,1650,1,2,,
1652,111,LS 14R22N,Legend Seeds,1.4,RR2Y,"YP Pro, Preside, Quickroots",sulf,2,1652,1,2,,
1653,112,LS14C953N,Legend Seeds,1.4,CN,"YP Pro, Preside, Quickroots",sulf,2,1653,1,2,,
1654,207,LS 1527LLN,Legend Seeds,1.5,LL,"YP Pro, Preside, Quickroots",sulf,2,1654,1,2,,
1655,114,LS 16X932N,Legend Seeds,1.6,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1655,1,2,,
1661,120,LS 21C964N,Legend Seeds,2.1,CN,"YP Pro, Preside, Quickroots",sulf,2,1661,1,2,,
1662,121,LS 23X920N,Legend Seeds,2.3,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1662,1,2,,
1663,122,LS 24C756N,Legend Seeds,2.4,CN,"YP Pro, Preside, Quickroots",sulf,2,1663,1,2,,
1664,123,LS 24X842N,Legend Seeds,2.4,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1664,1,2,,
1666,125,LS 25X924N,Legend Seeds,2.5,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1666,1,2,,
1669,128,LS 28C726N,Legend Seeds,2.8,CN,"YP Pro, Preside, Quickroots",sulf,2,1669,1,2,,
1674,133,C1000RX,LG Seeds,1,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1674,1,2,,
1683,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1683,1,2,,
1693,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,sulf,2,1693,1,2,,
1698,157,S10-H7X Brand ,NK ,1,RR2X,"Clariva Complete, Mertect",sulf,2,1698,1,2,,
1715,174,O'SOY245NR2Y,O'Brien,2.4,RR2Y,EclipseUS Trio IM,sulf,2,1715,1,2,,
1723,182,1627X,ProHarvest ,1.6,RR2X,None,sulf,2,1723,1,2,,
1725,184,2152CR2Y,ProHarvest ,2.1,RR2Y,"CruiserMaxx, Vibrance",sulf,2,1725,1,2,,
1726,186,MN1410,Public,1.4,CN,Arma,sulf,2,1726,1,2,,
1731,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,sulf,2,1731,1,2,,
1734,194,RS188NX,Renk,1.8,RR2X,CruiserMaxx,sulf,2,1734,1,2,,
1736,196,RS219NX,Renk,2.1,RR2X,CruiserMaxx,sulf,2,1736,1,2,,
1744,204,SB1270,SB&B,1.2,CN,None,sulf,2,1744,1,2,,
1746,206,SB86,SB&B,1.8,CN,None,sulf,2,1746,1,2,,
1748,209,19BA23,Stine,1.9,BGT,Stine XP F,sulf,2,1748,1,2,,
1749,210,0900GT,Tracy,0.9,GT,"Intego Suite, N Force",sulf,2,1749,1,2,,
1751,212,2138GT,Tracy,2.1,BGT,"Intego Suite, N Force",sulf,2,1751,1,2,,
1752,213,2308GT,Tracy,2.3,GT,"Intego Suite, N Force",sulf,2,1752,1,2,,
1753,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",sulf,2,1753,1,2,,
1755,216,1218N,Viking,1.2,CN,None,sulf,2,1755,1,2,,
1764,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,sulf,2,1764,1,2,,
1766,227,SVX 18T09,PROSeeds,1.5,CN,CruiserMaxx,sulf,2,1766,1,2,,
1784,21,AG24X9,Asgrow,2.4,RR2X,Acceleron F/I,sulf,3,1784,1,2,,
1809,47,DSR-2110/R2Y,Dairyland,2.1,RR2Y,"CruiserMaxx, Optimize",sulf,3,1809,1,2,,
1811,49,DSR-2616/R2Y,Dairyland,2.6,RR2Y,"CruiserMaxx, Optimize",sulf,3,1811,1,2,,
1818,56,S21XT49,Dyna-Gro,2.1,RR2X,"Equity VIP, Clariva",sulf,3,1818,1,2,,
1820,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,3,1820,1,2,,
1821,59,S24RY87,Dyna-Gro,2.4,RR2Y,"Equity VIP, Clariva",sulf,3,1821,1,2,,
1826,64,F154N RR2Y,Federal Hybrids,1.5,RR2Y,Maximum ArmourGuard,sulf,3,1826,1,2,,
1827,65,F1690N R2X,Federal Hybrids,1.6,RR2X,Maximum ArmourGuard,sulf,3,1827,1,2,,
1828,66,HS 16X80,FS HiSOY,1.6,RR2X,"Acceleron, Cue, IleVO",sulf,3,1828,1,2,,
1842,80,GH2788X Brand,Golden Harvest,2.7,RR2X,"Clariva Complete, Mertect",sulf,3,1842,1,2,,
1843,81,236LL,Hughes ,2.3,LL,"EverGol Energy, Gaucho, ILeVO",sulf,3,1843,1,2,,
1844,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",sulf,3,1844,1,2,,
1845,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,sulf,3,1845,1,2,,
1852,90,1203R2X,Jung,2,RR2X,Acceleron F/I,sulf,3,1852,1,2,,
1862,100,LS-1838N RR2X,Legacy Seeds,1.8,RR2X,"L-Coat Total, Excalibre",sulf,3,1862,1,2,,
1867,105,LS 0990HP,Legend Seeds,0.9,CN,None,sulf,3,1867,1,2,,
1869,107,LS 11R760N,Legend Seeds,1.1,RR2Y,"YP Pro, Preside, Quickroots",sulf,3,1869,1,2,,
1870,108,LS 12X862N,Legend Seeds,1.2,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1870,1,2,,
1871,109,LS 1380HP,Legend Seeds,1.3,CN,CruiserMaxx,sulf,3,1871,1,2,,
1874,112,LS14C953N,Legend Seeds,1.4,CN,"YP Pro, Preside, Quickroots",sulf,3,1874,1,2,,
1875,207,LS 1527LLN,Legend Seeds,1.5,LL,"YP Pro, Preside, Quickroots",sulf,3,1875,1,2,,
1876,114,LS 16X932N,Legend Seeds,1.6,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1876,1,2,,
1881,119,LS 2180HP,Legend Seeds,2.1,CN,None,sulf,3,1881,1,2,,
1882,120,LS 21C964N,Legend Seeds,2.1,CN,"YP Pro, Preside, Quickroots",sulf,3,1882,1,2,,
1883,121,LS 23X920N,Legend Seeds,2.3,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1883,1,2,,
1884,122,LS 24C756N,Legend Seeds,2.4,CN,"YP Pro, Preside, Quickroots",sulf,3,1884,1,2,,
1887,125,LS 25X924N,Legend Seeds,2.5,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1887,1,2,,
1888,126,LS 27R524N,Legend Seeds,2.7,RR2Y,"YP Pro, Preside, Quickroots",sulf,3,1888,1,2,,
1894,132,C0850R2,LG Seeds,0.8,RR2Y,"AgriSheild F/I, ILeVO",sulf,3,1894,1,2,,
1905,143,LGS2680RX,LG Seeds,2.6,RR2X,"AgriSheild F/I, ILeVO",sulf,3,1905,1,2,,
1912,150,9159RR2X,Munson,1.5,RR2X,Intego Suite,sulf,3,1912,1,2,,
1914,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,sulf,3,1914,1,2,,
1915,153,8247R2Y,Munson,2.4,RR2Y,Intego Suite,sulf,3,1915,1,2,,
1917,155,S07-Q4X Brand,NK ,0.7,RR2X,"Clariva Complete, Mertect",sulf,3,1917,1,2,,
1918,156,S09-R8X Brand,NK ,0.9,RR2X,"Clariva Complete, Mertect",sulf,3,1918,1,2,,
1923,161,S20-J5X Brand,NK ,2,RR2X,"Clariva Complete, Mertect",sulf,3,1923,1,2,,
1927,165,S27-M8X Brand,NK ,2.8,RR2X,"Clariva Complete, Mertect",sulf,3,1927,1,2,,
1935,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,sulf,3,1935,1,2,,
1936,174,O'SOY245NR2Y,O'Brien,2.4,RR2Y,EclipseUS Trio IM,sulf,3,1936,1,2,,
1944,182,1627X,ProHarvest ,1.6,RR2X,None,sulf,3,1944,1,2,,
1945,183,1863CR2Y,ProHarvest ,1.8,RR2Y,"CruiserMaxx, Vibrance",sulf,3,1945,1,2,,
1954,193,RS169NX,Renk,1.6,RR2X,CruiserMaxx,sulf,3,1954,1,2,,
1957,196,RS219NX,Renk,2.1,RR2X,CruiserMaxx,sulf,3,1957,1,2,,
1965,204,SB1270,SB&B,1.2,CN,None,sulf,3,1965,1,2,,
1967,206,SB86,SB&B,1.8,CN,None,sulf,3,1967,1,2,,
1970,210,0900GT,Tracy,0.9,GT,"Intego Suite, N Force",sulf,3,1970,1,2,,
1971,211,2008GT,Tracy,2,GT,"Intego Suite, N Force",sulf,3,1971,1,2,,
1972,212,2138GT,Tracy,2.1,BGT,"Intego Suite, N Force",sulf,3,1972,1,2,,
1973,213,2308GT,Tracy,2.3,GT,"Intego Suite, N Force",sulf,3,1973,1,2,,
1974,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",sulf,3,1974,1,2,,
1975,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,3,1975,1,2,,
1976,216,1218N,Viking,1.2,CN,None,sulf,3,1976,1,2,,
1984,224,SVX 18T05,PROSeeds,0.7,CN,CruiserMaxx,sulf,3,1984,1,2,,
1985,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,sulf,3,1985,1,2,,
1986,226,SVX 18T08,PROSeeds,0.8,CN,CruiserMaxx,sulf,3,1986,1,2,,
4,6,G2250RX,AgriGold ,2.2,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,4,1,3,,
7,12,AG04X9,Asgrow,0.4,RR2X,Acceleron F/I,ctrl,1,7,1,3,,
8,13,AG05X9,Asgrow,0.5,RR2X,Acceleron F/I,ctrl,1,8,1,3,,
9,14,AG08X8,Asgrow,0.8,RR2X,Acceleron F/I,ctrl,1,9,1,3,,
16,21,AG24X9,Asgrow,2.4,RR2X,Acceleron F/I,ctrl,1,16,1,3,,
22,28,CB22R88,Cornelius,2.2,RR2Y,Profit Guard Plus,ctrl,1,22,1,3,,
25,31,CB24X64,Cornelius,2.4,RR2X,Profit Guard Plus,ctrl,1,25,1,3,,
27,33,CB26X67,Cornelius,2.6,RR2X,Profit Guard Plus,ctrl,1,27,1,3,,
28,34,CB27X81,Cornelius,2.7,RR2X,Profit Guard Plus,ctrl,1,28,1,3,,
34,40,DSR-1120/R2Y,Dairyland,1.1,RR2Y,"CruiserMaxx, Optimize",ctrl,1,34,1,3,,
40,46,DSR-1950/R2Y,Dairyland,1.9,RR2Y,"CruiserMaxx, Optimize",ctrl,1,40,1,3,,
42,48,DSR-2330/R2Y,Dairyland,2.3,RR2Y,"CruiserMaxx, Optimize",ctrl,1,42,1,3,,
43,49,DSR-2616/R2Y,Dairyland,2.6,RR2Y,"CruiserMaxx, Optimize",ctrl,1,43,1,3,,
44,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",ctrl,1,44,1,3,,
45,51,S14XT98,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",ctrl,1,45,1,3,,
47,53,SX18716XT,Dyna-Gro,1.6,RR2X,"Equity VIP, Clariva",ctrl,1,47,1,3,,
49,55,S18XT38,Dyna-Gro,1.8,RR2X,"Equity VIP, Clariva",ctrl,1,49,1,3,,
50,56,S21XT49,Dyna-Gro,2.1,RR2X,"Equity VIP, Clariva",ctrl,1,50,1,3,,
52,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",ctrl,1,52,1,3,,
53,59,S24RY87,Dyna-Gro,2.4,RR2Y,"Equity VIP, Clariva",ctrl,1,53,1,3,,
55,61,F0990N R2X,Federal Hybrids,0.9,RR2X,Maximum ArmourGuard,ctrl,1,55,1,3,,
57,63,F1490N R2X,Federal Hybrids,1.4,RR2X,Maximum ArmourGuard,ctrl,1,57,1,3,,
58,64,F154N RR2Y,Federal Hybrids,1.5,RR2Y,Maximum ArmourGuard,ctrl,1,58,1,3,,
59,65,F1690N R2X,Federal Hybrids,1.6,RR2X,Maximum ArmourGuard,ctrl,1,59,1,3,,
61,67,HS 18X70,FS HiSOY,1.8,RR2X,"Acceleron, Cue, IleVO",ctrl,1,61,1,3,,
62,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",ctrl,1,62,1,3,,
63,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",ctrl,1,63,1,3,,
64,70,HS 23X70,FS HiSOY,2.3,RR2X,"Acceleron, Cue, IleVO",ctrl,1,64,1,3,,
65,71,HS 24X80,FS HiSOY,2.4,RR2X,"Acceleron, Cue, IleVO",ctrl,1,65,1,3,,
66,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",ctrl,1,66,1,3,,
68,74,HS 28X70,FS HiSOY,2.8,RR2X,"Acceleron, Cue, IleVO",ctrl,1,68,1,3,,
73,79,GH2537X Brand,Golden Harvest,2.5,RR2X,"Clariva Complete, Mertect",ctrl,1,73,1,3,,
74,80,GH2788X Brand,Golden Harvest,2.7,RR2X,"Clariva Complete, Mertect",ctrl,1,74,1,3,,
75,81,236LL,Hughes ,2.3,LL,"EverGol Energy, Gaucho, ILeVO",ctrl,1,75,1,3,,
76,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",ctrl,1,76,1,3,,
77,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,ctrl,1,77,1,3,,
79,85,1122R2X,Jung,1.2,RR2X,Acceleron F/I,ctrl,1,79,1,3,,
80,86,1142R2X,Jung,1.4,RR2X,Acceleron F/I,ctrl,1,80,1,3,,
82,88,1173R2X,Jung,1.7,RR2X,Acceleron F/I,ctrl,1,82,1,3,,
84,90,1203R2X,Jung,2,RR2X,Acceleron F/I,ctrl,1,84,1,3,,
85,91,1213R2X,Jung,2.1,RR2X,Acceleron F/I,ctrl,1,85,1,3,,
86,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,ctrl,1,86,1,3,,
87,93,1243R2X,Jung,2.4,RR2X,Acceleron F/I,ctrl,1,87,1,3,,
93,99,LS-1639N RR2X,Legacy Seeds,1.6,RR2X,"L-Coat Total, Excalibre",ctrl,1,93,1,3,,
95,101,LS-2139N RR2X,Legacy Seeds,2.1,RR2X,"L-Coat Total, Excalibre",ctrl,1,95,1,3,,
98,104,LS 0702HP,Legend Seeds,0.7,CN,"YP Pro, Preside, Quickroots",ctrl,1,98,1,3,,
99,105,LS 0990HP,Legend Seeds,0.9,CN,None,ctrl,1,99,1,3,,
100,106,LS 1172LLN,Legend Seeds,1.1,LL,"YP Pro, Preside, Quickroots",ctrl,1,100,1,3,,
102,108,LS 12X862N,Legend Seeds,1.2,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,102,1,3,,
103,109,LS 1380HP,Legend Seeds,1.3,CN,CruiserMaxx,ctrl,1,103,1,3,,
104,110,LS 14X862N,Legend Seeds,1.4,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,104,1,3,,
105,111,LS 14R22N,Legend Seeds,1.4,RR2Y,"YP Pro, Preside, Quickroots",ctrl,1,105,1,3,,
106,112,LS14C953N,Legend Seeds,1.4,CN,"YP Pro, Preside, Quickroots",ctrl,1,106,1,3,,
107,207,LS 1527LLN,Legend Seeds,1.5,LL,"YP Pro, Preside, Quickroots",ctrl,1,107,1,3,,
108,114,LS 16X932N,Legend Seeds,1.6,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,108,1,3,,
109,115,LS 17C930N,Legend Seeds,1.7,CN,None,ctrl,1,109,1,3,,
112,118,LS 20X963N,Legend Seeds,2,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,112,1,3,,
113,119,LS 2180HP,Legend Seeds,2.1,CN,None,ctrl,1,113,1,3,,
114,120,LS 21C964N,Legend Seeds,2.1,CN,"YP Pro, Preside, Quickroots",ctrl,1,114,1,3,,
115,121,LS 23X920N,Legend Seeds,2.3,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,115,1,3,,
116,122,LS 24C756N,Legend Seeds,2.4,CN,"YP Pro, Preside, Quickroots",ctrl,1,116,1,3,,
118,124,LS 2580NHP,Legend Seeds,2.5,CN,None,ctrl,1,118,1,3,,
123,129,LS 28X840N,Legend Seeds,2.8,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,123,1,3,,
124,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,124,1,3,,
125,131,LGS0774RX,LG Seeds,0.7,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,125,1,3,,
130,136,LGS1635RX,LG Seeds,1.6,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,130,1,3,,
133,139,LGS2007RX,LG Seeds,2,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,133,1,3,,
134,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",ctrl,1,134,1,3,,
139,145,C2888RX,LG Seeds,2.8,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,139,1,3,,
140,146,8087R2Y,Munson,0.8,RR2Y,Intego Suite,ctrl,1,140,1,3,,
142,148,8146R2Y,Munson,1.4,RR2Y,Intego Suite,ctrl,1,142,1,3,,
144,150,9159RR2X,Munson,1.5,RR2X,Intego Suite,ctrl,1,144,1,3,,
145,151,8196R2Y,Munson,1.9,RR2Y,Intego Suite,ctrl,1,145,1,3,,
146,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,ctrl,1,146,1,3,,
147,153,8247R2Y,Munson,2.4,RR2Y,Intego Suite,ctrl,1,147,1,3,,
149,155,S07-Q4X Brand,NK ,0.7,RR2X,"Clariva Complete, Mertect",ctrl,1,149,1,3,,
150,156,S09-R8X Brand,NK ,0.9,RR2X,"Clariva Complete, Mertect",ctrl,1,150,1,3,,
151,157,S10-H7X Brand ,NK ,1,RR2X,"Clariva Complete, Mertect",ctrl,1,151,1,3,,
153,159,S18-G4X Brand ,NK ,1.8,RR2X,"Clariva Complete, Mertect",ctrl,1,153,1,3,,
154,160,S18-H3X Brand,NK ,1.8,RR2X,"Clariva Complete, Mertect",ctrl,1,154,1,3,,
157,163,S21-W8X Brand,NK ,2.1,RR2X,"Clariva Complete, Mertect",ctrl,1,157,1,3,,
158,164,S25-B6X Brand ,NK ,2.5,RR2X,"Clariva Complete, Mertect",ctrl,1,158,1,3,,
159,165,S27-M8X Brand,NK ,2.8,RR2X,"Clariva Complete, Mertect",ctrl,1,159,1,3,,
161,167,6097R2 ,NuTech,0.9,RR2Y,SmartCote Supreme,ctrl,1,161,1,3,,
163,169,7198,NuTech,1.9,GT,SmartCote Supreme,ctrl,1,163,1,3,,
164,170,7224,NuTech,2.2,GT,SmartCote Supreme,ctrl,1,164,1,3,,
165,171,7239X,NuTech,2.3,RR2X,SmartCote Supreme,ctrl,1,165,1,3,,
167,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,ctrl,1,167,1,3,,
168,174,O'SOY245NR2Y,O'Brien,2.4,RR2Y,EclipseUS Trio IM,ctrl,1,168,1,3,,
169,175,O'SOY2500GT,O'Brien,2.5,GT,EclipseUS Trio IM,ctrl,1,169,1,3,,
176,182,1627X,ProHarvest ,1.6,RR2X,None,ctrl,1,176,1,3,,
177,183,1863CR2Y,ProHarvest ,1.8,RR2Y,"CruiserMaxx, Vibrance",ctrl,1,177,1,3,,
178,184,2152CR2Y,ProHarvest ,2.1,RR2Y,"CruiserMaxx, Vibrance",ctrl,1,178,1,3,,
179,186,MN1410,Public,1.4,CN,Arma,ctrl,1,179,1,3,,
182,189,RS089NX,Renk,0.8,RR2X,CruiserMaxx,ctrl,1,182,1,3,,
183,190,RS096NR2,Renk,0.9,RR2Y,CruiserMaxx,ctrl,1,183,1,3,,
184,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,ctrl,1,184,1,3,,
185,192,RS153NR2,Renk,1.5,RR2Y,CruiserMaxx,ctrl,1,185,1,3,,
186,193,RS169NX,Renk,1.6,RR2X,CruiserMaxx,ctrl,1,186,1,3,,
187,194,RS188NX,Renk,1.8,RR2X,CruiserMaxx,ctrl,1,187,1,3,,
188,195,RS207NX,Renk,2,RR2X,CruiserMaxx,ctrl,1,188,1,3,,
189,196,RS219NX,Renk,2.1,RR2X,CruiserMaxx,ctrl,1,189,1,3,,
191,198,RS241R2,Renk,2.4,RR2Y,CruiserMaxx,ctrl,1,191,1,3,,
194,201,RS288NX,Renk,2.8,RR2X,CruiserMaxx,ctrl,1,194,1,3,,
195,202,SB0718,SB&B,0.8,CN,None,ctrl,1,195,1,3,,
196,203,SB90,SB&B,1.1,CN,None,ctrl,1,196,1,3,,
197,204,SB1270,SB&B,1.2,CN,None,ctrl,1,197,1,3,,
198,205,SB165,SB&B,1.6,CN,None,ctrl,1,198,1,3,,
199,206,SB86,SB&B,1.8,CN,None,ctrl,1,199,1,3,,
200,208,X12BB22,Stine,1.1,BGT,RightStart FI,ctrl,1,200,1,3,,
201,209,19BA23,Stine,1.9,BGT,Stine XP F,ctrl,1,201,1,3,,
204,212,2138GT,Tracy,2.1,BGT,"Intego Suite, N Force",ctrl,1,204,1,3,,
205,213,2308GT,Tracy,2.3,GT,"Intego Suite, N Force",ctrl,1,205,1,3,,
206,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",ctrl,1,206,1,3,,
207,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",ctrl,1,207,1,3,,
214,222,O.2518N,Viking,2.5,CN,None,ctrl,1,214,1,3,,
216,224,SVX 18T05,PROSeeds,0.7,CN,CruiserMaxx,ctrl,1,216,1,3,,
217,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,ctrl,1,217,1,3,,
218,226,SVX 18T08,PROSeeds,0.8,CN,CruiserMaxx,ctrl,1,218,1,3,,
219,227,SVX 18T09,PROSeeds,1.5,CN,CruiserMaxx,ctrl,1,219,1,3,,
220,228,SVX 18T10,PROSeeds,1.5,CN,CruiserMaxx,ctrl,1,220,1,3,,
221,229,SVX 18T12,PROSeeds,1.6,CN,CruiserMaxx,ctrl,1,221,1,3,,
225,6,G2250RX,AgriGold ,2.2,RR2X,"AgriSheild F/I, ILeVO",ctrl,2,225,1,3,,
226,8,G2405RX,AgriGold ,2.4,RR2X,"AgriSheild F/I, ILeVO",ctrl,2,226,1,3,,
229,13,AG05X9,Asgrow,0.5,RR2X,Acceleron F/I,ctrl,2,229,1,3,,
236,20,AG23X9,Asgrow,2.3,RR2X,Acceleron F/I,ctrl,2,236,1,3,,
237,21,AG24X9,Asgrow,2.4,RR2X,Acceleron F/I,ctrl,2,237,1,3,,
242,27,BG8210RR2X,BioGene,2.1,RR2X,Arma,ctrl,2,242,1,3,,
244,29,CB23X00,Cornelius,2.3,RR2X,Profit Guard Plus,ctrl,2,244,1,3,,
247,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,ctrl,2,247,1,3,,
260,45,DSR-1870/R2Y,Dairyland,1.8,RR2Y,"CruiserMaxx, Optimize",ctrl,2,260,1,3,,
262,47,DSR-2110/R2Y,Dairyland,2.1,RR2Y,"CruiserMaxx, Optimize",ctrl,2,262,1,3,,
263,48,DSR-2330/R2Y,Dairyland,2.3,RR2Y,"CruiserMaxx, Optimize",ctrl,2,263,1,3,,
264,49,DSR-2616/R2Y,Dairyland,2.6,RR2Y,"CruiserMaxx, Optimize",ctrl,2,264,1,3,,
265,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",ctrl,2,265,1,3,,
266,51,S14XT98,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",ctrl,2,266,1,3,,
268,53,SX18716XT,Dyna-Gro,1.6,RR2X,"Equity VIP, Clariva",ctrl,2,268,1,3,,
271,56,S21XT49,Dyna-Gro,2.1,RR2X,"Equity VIP, Clariva",ctrl,2,271,1,3,,
273,58,SX18723XT,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",ctrl,2,273,1,3,,
276,61,F0990N R2X,Federal Hybrids,0.9,RR2X,Maximum ArmourGuard,ctrl,2,276,1,3,,
280,65,F1690N R2X,Federal Hybrids,1.6,RR2X,Maximum ArmourGuard,ctrl,2,280,1,3,,
283,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",ctrl,2,283,1,3,,
284,69,HS 22X80,FS HiSOY,2.2,RR2X,"Acceleron, Cue, IleVO",ctrl,2,284,1,3,,
285,70,HS 23X70,FS HiSOY,2.3,RR2X,"Acceleron, Cue, IleVO",ctrl,2,285,1,3,,
286,71,HS 24X80,FS HiSOY,2.4,RR2X,"Acceleron, Cue, IleVO",ctrl,2,286,1,3,,
287,72,HS 25X70,FS HiSOY,2.5,RR2X,"Acceleron, Cue, IleVO",ctrl,2,287,1,3,,
288,73,HS 27X80,FS HiSOY,2.7,RR2X,"Acceleron, Cue, IleVO",ctrl,2,288,1,3,,
289,74,HS 28X70,FS HiSOY,2.8,RR2X,"Acceleron, Cue, IleVO",ctrl,2,289,1,3,,
290,75,GH1619X Brand,Golden Harvest,1.6,RR2X,"Clariva Complete, Mertect",ctrl,2,290,1,3,,
295,80,GH2788X Brand,Golden Harvest,2.7,RR2X,"Clariva Complete, Mertect",ctrl,2,295,1,3,,
296,81,236LL,Hughes ,2.3,LL,"EverGol Energy, Gaucho, ILeVO",ctrl,2,296,1,3,,
297,82,266LL,Hughes ,2.6,LL,"Apron XL, Cruiser, ILeVO, Maxim, Vibrance",ctrl,2,297,1,3,,
298,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,ctrl,2,298,1,3,,
302,87,1154R2X,Jung,1.5,RR2X,Acceleron F/I,ctrl,2,302,1,3,,
303,88,1173R2X,Jung,1.7,RR2X,Acceleron F/I,ctrl,2,303,1,3,,
304,89,1182R2X,Jung,1.8,RR2X,Acceleron F/I,ctrl,2,304,1,3,,
305,90,1203R2X,Jung,2,RR2X,Acceleron F/I,ctrl,2,305,1,3,,
306,91,1213R2X,Jung,2.1,RR2X,Acceleron F/I,ctrl,2,306,1,3,,
308,93,1243R2X,Jung,2.4,RR2X,Acceleron F/I,ctrl,2,308,1,3,,
313,98,LS-1439N RR2X,Legacy Seeds,1.4,RR2X,"L-Coat Total, Excalibre",ctrl,2,313,1,3,,
